"aspect","aspect_keyword","aspect_sentiment","confidence_score","flag","id","polarity","response_confidence_score","review_text","reviewer_id","reviewer_name","sentiment_keyword","source_name","source_review_id","star_rating","response"
"[food-ingredients]","[jelly]","[]","95.92","0","111216","positive","98.0","My three month old kittens like it not not as much as the Tuna in Jelly which they absolutely love!","amzn1.account.AGE7XU5FHTGF2DEFIIGNMPNOJ4AQ","Jaideep","[[like, love]]","Amazon India","R3Q6YBO27R9DB7","4.0","Dear Jaideep, At pedigree customers are our top priority, glad to know that we are able to live up to that! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[dog]","[]","-73.99","0","107070","negative","100.0","My dog just lovw it","amzn1.account.AFVS2NBRGXOWHIBFNWELQAJJOQNQ","Amazon Customer","[]","Amazon India","R3Q77R59EFGB7F","5.0 out of 5 stars","Dear Amazon Customer, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[]","[]","[]","86.19","0","108965","positive","98.0","My pet loves it!","amzn1.account.AHOD3G2FVOBN36Y6QPTWI3P2I6RA","Amazon Customer","[[loves]]","Amazon India","R3QAAAGYEWQSER","4.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","45.145","0","107340","positive","100.0","time trusted product","amzn1.account.AEYZOJZX76MCNEOWFEQABS55PD4Q","Dr Prasad Dongargaonkar","[[trusted]]","Amazon India","R3QBWI0T7Z27BU","5.0 out of 5 stars","Dear Dr Prasad Dongargaonkar, We at pedigree are happy to know that the food was liked by your pet! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[etailers]","[amazon]","[]","66.81","0","109697","positive","98.0","Good one ... !!Can be purchased regularly from amazon and maintain the same quality as before...Thank you ...","amzn1.account.AFWGOSRXNHBY7BFQDGZIBQKLFCLQ","Amazon Customer","[[good, thank, thank you]]","Amazon India","R3QD8CBEAD71J7","5.0 out of 5 stars","We are happy that the product met your expectations! Thanks Amazon Customer for leaving the review."
"[price, price]","[cost]","[[low cost]]","88.42","0","110577","positive","100.0","very thankful to providing this dish for my elly at low cost","amzn1.account.AHBL3AJ7ASMGQ57I44ZRRCLAEA6Q","Amazon Customer","[[thankful, low, thankful to]]","Amazon India","R3QETJHZK6WYVB","5.0 out of 5 stars","Dear Amazon Customer, At pedigree customers are our top priority, glad to know that we are able to live up to that! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","44.245","0","110455","positive","98.0","Good","amzn1.account.AFWN5D3JBF4OCHKHS3ZMBNGRMQSQ","Amazon Customer","[]","Amazon India","R3QFFKXBKQ1SLM","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[product-overall]","[product]","[]","93.77","0","109839","positive","100.0","Excellent product,Delivered before time!","amzn1.account.AGR2FVGVXGRAIXIIAQFMF6EYCFWA","Imran Malek","[[excellent]]","Amazon India","R3QG7D7VP0EUPI","4.0 out of 5 stars","Dear Imran Malek, Happy to know that your dog likes it! Keep sharing your wonderful experiences with all of us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","95.45","0","112465","positive","98.0","Best  for your cats  give it a try","amzn1.account.AEG45QC3G7J4N6WHHUEUAY7NP5OQ","Abhinay Rana","[[best]]","Amazon India","R3QJ33MXUHFLD5","5.0","Dear Abhinay Rana,Thanks, we appreciate your feedback. "
"[vfm]","[pocket]","[]","83.21","0","106348","positive","100.0","My cats like it, though not as much as whiskas pocket ocean.","amzn1.account.AHIITFW7A3B4YAOOHXARX3IR6JRQ","Amazon Customer","[[like]]","Amazon India","R3QJLQEJSYI1RD","4.0 out of 5 stars","Dear Amazon Customer, Super excited to know pedigree was liked by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","-83.21","0","109772","negative","98.0","Once your kitty eats this it won't like something else.","amzn1.account.AFVVLFXLHYBL3XVR7P3RMUXDDYHA","Amazon Customer","[[like]]","Amazon India","R3QJPVEBA2MJA","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[]","[]","[]","44.245","0","107045","positive","98.0","Good","amzn1.account.AFM7WICUF4KCMWT4L7I3MCIJULRQ","MOHANA RAO SURUPALLI","[]","Amazon India","R3QKRMCUG4HV61","5.0 out of 5 stars","Dear MOHANA RAO SURUPALLI,Thanks, we appreciate your feedback. "
"[dog-user-breed, packaging, product-overall]","[gsd, package, dog, pedigree, product]","[]","-63.45","0","112884","negative","100.0","This package has caused infection in liver of GSD dog. I won't be ordering pedigree any more.Dangerous product. My family is in so depression right now.","amzn1.account.AF5DXP5LSMSKHSXFTQBP4GRJFBZA","vikash ranjan","[[infection, depression, right]]","Amazon India","R3QKWTQ0RFA39K","1.0","Dear vikash ranjan, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[]","[]","[]","44.245","0","107815","positive","98.0","Good supply","amzn1.account.AGD32DKA2OUI3CVUUB4ABHFHSXWQ","Amazon Customer","[[good]]","Amazon India","R3QM26YTJBXIKW","5.0","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[deals-offers, price, vfm, price]","[discount, price, price]","[[reasonable, reasonable price]]","57.46","0","109429","positive","100.0","My kitten loves it. Licks the bowl clean once she's eaten up. Was very reasonable price considering the discount.","amzn1.account.AG5TCFA5B4EAILBRDFF4BFRFYKSQ","Sneha","[[loves, clean, reasonable]]","Amazon India","R3QMFATX9Z17RW","5.0 out of 5 stars","Dear Sneha, We at pedigree are happy to know how pedigree was preferred by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[]","[]","[]","47.585","0","106894","positive","98.0","Great Buy","amzn1.account.AEUS2T3JQZ4UQJANWYJFXT6XBBPA","saagar pawar","[[great]]","Amazon India","R3QOCMXSXN3A17","5.0 out of 5 stars","Dear saagar pawar,Thanks, we appreciate your feedback. "
"[]","[]","[]","44.245","0","110109","positive","98.0","Good one","amzn1.account.AGBHLXYP27RUZ66BONHLJR7TDIUQ","AROMAL S R","[[good]]","Amazon India","R3QQ811WFHUJ2X","5.0 out of 5 stars","Dear AROMAL S R,Thanks, we appreciate your feedback. "
"[]","[]","[]","90.99","0","107174","positive","98.0","lik it very good","amzn1.account.AEHG6UU7VQ3AEVPMDCHW3LGKOBNQ","Vasanthkumar Udyavar","[[good, very good]]","Amazon India","R3QQBQJT7Y6SP0","4.0 out of 5 stars","Dear Vasanthkumar Udyavar,Thanks, we appreciate your feedback. "
"[price]","[cost]","[]","-45.855","0","110243","negative","100.0","Not cost effect... my expectations failed","amzn1.account.AGASIJT4ELO53NJSDJDBIY2VUKPQ","Bagya","[[failed]]","Amazon India","R3QQMW497WNEOT","3.0","Dear Bagya, We are sorry for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[food-condition, product-overall, service]","[dry, pedigree, experience]","[]","95.45","0","108154","positive","100.0","As always, The Brand ""Pedigree"" is best in dry food for dogs, I experience.","amzn1.account.AFDOTJMBX7O2WS5YVNFNPKHTOL5A","Ruby","[[best, best in]]","Amazon India","R3QS9TMEFBNF1I","3.0","Dear Ruby, thanks for your valuable feedback. We are happy that the product could reach your expectations."
"[etailers, product-overall]","[amazon, products]","[]","-94.54","0","109935","negative","100.0","My doggie is 'no more', I request amazon stop showing me all these products.","amzn1.account.AGYQ5FS3OPOSKZ5OYZBYQ7BQFP5Q","Mango","[]","Amazon India","R3QSV53JGVT82X","1.0","Dear Mango, We are sorry for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[]","[]","[]","45.495","0","109276","positive","98.0","Very good","amzn1.account.AEV7FILYFQBMO7HAJGORA6WJNQYQ","Amazon Customer","[[good]]","Amazon India","R3QT1VATL7H53G","5.0 out of 5 stars","Dear Amazon Customer,Thanks, we appreciate your feedback. "
"[delivery, delivery]","[delivery]","[[fastest delivery]]","90.99","0","108252","positive","100.0","very good and fastest delivery","amzn1.account.AEZ6VJUBLBZ6EDOGE35CXHNRUPUA","chippy","[[good, fastest, very good, good and]]","Amazon India","R3QTCDUEES1PPL","5.0 out of 5 stars","Dear chippy, Glad to hear your wonderful experience with pedigree, do keep writing to us with more such awesome experiences! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[pedigree, dog]","[]","0.0","0","106877","negative","100.0","Google and rrsearch about pedigree, you won't feed this food to ur dog again.try farmina, drools focus or rc","amzn1.account.AGBS34PVBBSVZLRSRCLPBI43EXFQ","Nitesh","[]","Amazon India","R3QVKUYFMYHUJJ","1.0 out of 5 stars","Dear Nitesh, We're upbeat that you and your dog are satisfied using the product! Appreciate you writing back to us! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[product]","[]","95.7","0","106812","positive","98.0","My daschsund goes crazy over it ,,, will do anything for it ,,, lol ,, good product","amzn1.account.AGLBQI6P433GJI3YVPA2YQSVE4PA","Siddharth rawal","[[crazy, good]]","Amazon India","R3QXJZIEKCFI25","5.0 out of 5 stars","Dear Siddharth rawal, Glad to understand that your dog prefers pedigree! Continue writing your magnificent encounters to everyone. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[vfm, vfm]","[buying]","[[worth, worth buying]]","88.49","0","107915","positive","100.0","Worth Buying it !","amzn1.account.AFFC5KZKNIGOU4XFWH3U3EPWEVHA","Sunil","[]","Amazon India","R3QYAGKAML6JLU","5.0","Dear Sunil, We're glad to know your pet enjoys pedigree. Do keep sharing more pedigree experiences with us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[dog]","[]","-83.21","0","108399","negative","100.0","dog not like .","amzn1.account.AGZFD35R3L7UTCMOCBV77F4VXOHA","Pradeep Singh","[[like]]","Amazon India","R3QYC462UXD93K","1.0 out of 5 stars","Dear Pradeep Singh, We apologize for the inconvenience caused. Please get in touch with us on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[delivery, price, product-overall, vfm, price]","[shipping, delivery, price, product, price]","[[affordable]]","-3.485","0","108139","negative","100.0","Product is good and price is affordable. But shipping delivery is very very poor.","amzn1.account.AEGJZXJATKH4P47C3KMHFX4WM3PQ","Suman","[[good, affordable, poor, good and, very poor, very very poor]]","Amazon India","R3QYQ75EE8BZRG","5.0","Dear Suman, We apologize for the inconvenience caused. We request you to share your contact details so that we can assist you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[etailers, food-ingredients, packaging]","[store, rice, lid]","[]","32.0483333333","0","110036","positive","100.0","My cat loves it. What I do is mix it with rice and give them. In no minute food is finished. To protect it from going bad, i transfer the items to another bottle and Store it in freezer, as there is no lid. After 3days of opening its still fine and excellent. Will buy again.","amzn1.account.AEFGW3NBM5Q7VBSFIXQ47OC6BHMA","KRITHIKA  R","[[loves, protect, bad, fine, excellent, fine and]]","Amazon India","R3QYRNFD4N3G4W","5.0 out of 5 stars","Dear KRITHIKA  R, Pleased to hear your great experience with pedigree, do continue keeping in touch with us with all the wonderful encounters! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[dog, dog food]","[]","0.0","0","110376","negative","100.0","I bought this so that on days i don't have time to make food for my dog, i can always mix this with her dog food. That way she eats it fast.","amzn1.account.AEV6EF3W7A7LXCZLOICTMZEIQVPA","Clint Johny","[[fast]]","Amazon India","R3QZ6JGX4APU0W","5.0 out of 5 stars","Dear Clint Johny, We're happy to know your pet appreciates pedigree. Do continue imparting more pedigree encounters to us. Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall]","[item, dog]","[]","90.99","0","107621","positive","100.0","Very good item for a matured Dog.","amzn1.account.AE36CBHNOWXAMVUCAYFSU4H42VDA","Vishnu","[[good, very good]]","Amazon India","R3QZBK570O7J0X","5.0","Dear Vishnu, Super excited to know pedigree was liked by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
"[product-overall, food-quality]","[product]","[[stale]]","-86.19","0","113226","negative","98.0","Not happy with the product because the food was stale and foul in three cans out of five.","amzn1.account.AHWJHTCAHBW2DANIIUMO3XXUZQDQ","Zeenat","[[happy, stale, foul, happy with]]","Amazon India","R3R0OI0J020M7Y","1.0","Dear Zeenat, We are sorry for the difficulty caused to you and your pet. Please share your contact details so that we can help you better on our toll-free number 1800-4071-12121 or write to us at pedigree.india@effem.com. Regards Team Pedigree."
"[]","[]","[]","0.0","0","106057","negative","98.0","Bow, bow..woof, woof","amzn1.account.AFH7PHEMBYRHV6YOQPWI4ADFWYHA","Suneel","[]","Amazon India","R3R0V01R2B0YUY","5.0 out of 5 stars","Dear Suneel,Thanks, we appreciate your feedback. "
"[]","[]","[]","85.19","0","109304","positive","98.0","Our cat loves it. But make sure it's stored in an airtight container.","amzn1.account.AEO4GEH6HGUQWFP3CLVJHWFH5NVA","S.S.","[[loves]]","Amazon India","R3R22LO6PYIRWK","5.0 out of 5 stars","Dear S.S.,Thanks, we appreciate your feedback. "
"[price, vfm, vfm]","[money, value]","[[good value, value for money]]","95.7","0","108567","positive","100.0","Good value for money","amzn1.account.AFQ2BQNTOY34XUABIZAH3TJN4TJQ","Rammohan menon","[[good]]","Amazon India","R3R5EAIDG5NWPW","5.0 out of 5 stars","Dear Rammohan menon, Our customers are our first priority. We are happy that the food was liked by your dog! Please feel free to reach us on our toll free number 1800-4071-12121 or write to us at pedigree.india@effem.com for any further assistance. Regards Team Pedigree."
